                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    137,                0.50272,                0.33243,                0.96611,                0.88057,                0.82801,                0.87148,                0.66937,                0.94726,                 0.6919,                 1.2913,               0.005512,               0.005512,               0.005512
                    138,                0.49489,                0.33458,                0.96109,                0.90524,                0.82321,                0.88347,                0.67266,                0.93869,                0.64839,                 1.2715,               0.005479,               0.005479,               0.005479
                    139,                0.49398,                0.32916,                0.95465,                0.86044,                0.85445,                0.88058,                0.67145,                0.93694,                0.64833,                 1.2704,               0.005446,               0.005446,               0.005446
                    140,                 0.4911,                0.33026,                0.95511,                0.88423,                0.84249,                0.87832,                0.66917,                0.94393,                0.63379,                 1.2676,               0.005413,               0.005413,               0.005413
                    141,                0.49556,                0.33123,                0.95797,                0.88605,                 0.8387,                 0.8777,                0.67019,                0.93839,                0.65784,                 1.2898,                0.00538,                0.00538,                0.00538
                    142,                0.48497,                0.32378,                 0.9496,                 0.8729,                0.82166,                0.87885,                0.67266,                0.94341,                0.64392,                 1.2984,               0.005347,               0.005347,               0.005347
                    143,                0.48928,                0.32035,                 0.9506,                0.88245,                0.81788,                0.87579,                0.66794,                0.93717,                0.65212,                 1.2777,               0.005314,               0.005314,               0.005314
                    144,                0.49533,                0.32713,                0.96276,                0.89329,                0.83209,                0.87962,                0.67318,                0.93308,                 0.6269,                 1.2685,               0.005281,               0.005281,               0.005281
                    145,                 0.4877,                0.32568,                 0.9548,                0.86365,                0.84304,                0.87999,                0.67459,                0.93751,                0.66117,                 1.2693,               0.005248,               0.005248,               0.005248
                    146,                0.47928,                0.31702,                0.94468,                0.83106,                0.86025,                0.88232,                0.67481,                0.94039,                 0.6459,                 1.2709,               0.005215,               0.005215,               0.005215
                    147,                0.48231,                0.31606,                0.94554,                0.84104,                0.86133,                0.88668,                0.67837,                0.95285,                0.62702,                 1.2752,               0.005182,               0.005182,               0.005182
                    148,                0.47979,                0.32563,                0.95041,                0.86311,                0.83132,                0.88301,                0.67114,                0.94611,                0.66094,                 1.2665,               0.005149,               0.005149,               0.005149
                    149,                0.48156,                0.32172,                0.94956,                0.88049,                0.82759,                0.88086,                0.67181,                0.93483,                0.65078,                 1.2674,               0.005116,               0.005116,               0.005116
                    150,                0.47639,                0.31727,                0.94642,                 0.8766,                0.83389,                0.87656,                0.67285,                0.92935,                0.63182,                 1.2581,               0.005083,               0.005083,               0.005083
                    151,                0.47976,                0.31774,                0.94851,                0.86493,                0.84055,                0.87927,                0.67518,                0.92552,                0.64402,                 1.2567,                0.00505,                0.00505,                0.00505
                    152,                0.47543,                0.31518,                0.94704,                0.86036,                0.84777,                0.87833,                0.67042,                0.93274,                0.64847,                 1.2638,               0.005017,               0.005017,               0.005017
                    153,                0.47626,                 0.3123,                0.95251,                0.89353,                0.83741,                0.88205,                0.67546,                0.92549,                0.62632,                  1.272,               0.004984,               0.004984,               0.004984
                    154,                0.46493,                0.30884,                0.94145,                0.89383,                 0.8333,                0.88101,                0.67444,                0.94462,                0.64219,                 1.2847,               0.004951,               0.004951,               0.004951
                    155,                 0.4664,                0.30784,                0.94151,                0.89194,                0.82734,                0.87544,                0.67331,                0.93918,                 0.6528,                 1.2816,               0.004918,               0.004918,               0.004918
                    156,                0.46415,                0.30529,                  0.941,                0.88606,                0.82035,                0.87949,                0.67186,                0.93599,                0.66702,                 1.2799,               0.004885,               0.004885,               0.004885
                    157,                0.46494,                0.31007,                0.94431,                0.87715,                0.82788,                0.87609,                0.66863,                0.95188,                0.69422,                 1.3093,               0.004852,               0.004852,               0.004852
                    158,                0.46861,                0.30971,                0.93984,                0.86974,                0.83411,                0.87753,                0.68246,                0.93073,                0.67823,                 1.2689,               0.004819,               0.004819,               0.004819
                    159,                0.46319,                 0.3067,                0.93994,                0.87221,                0.84783,                0.88344,                0.68443,                0.92887,                0.65337,                 1.2713,               0.004786,               0.004786,               0.004786
                    160,                0.45757,                0.30424,                0.94469,                0.89202,                0.83341,                0.88384,                0.67804,                0.94609,                0.65989,                 1.3027,               0.004753,               0.004753,               0.004753
                    161,                0.46207,                0.31266,                0.94424,                 0.8867,                0.83231,                0.87115,                0.66914,                0.93863,                0.68234,                 1.2932,                0.00472,                0.00472,                0.00472
                    162,                0.45589,                0.30087,                0.94183,                0.88486,                0.83542,                0.87697,                0.67608,                0.92121,                0.67477,                 1.2729,               0.004687,               0.004687,               0.004687
                    163,                0.45289,                0.30066,                0.94261,                0.87607,                0.84097,                0.87742,                0.67415,                0.93747,                0.66388,                  1.291,               0.004654,               0.004654,               0.004654
                    164,                0.45515,                0.29633,                0.93678,                0.88397,                0.83551,                0.87563,                0.67165,                0.93277,                0.65618,                 1.2688,               0.004621,               0.004621,               0.004621
                    165,                0.44548,                0.28886,                0.93213,                0.88029,                 0.8363,                0.87483,                0.67358,                0.93197,                0.67145,                 1.2678,               0.004588,               0.004588,               0.004588
                    166,                0.44958,                0.29867,                0.93552,                0.88871,                0.83274,                0.87076,                0.67212,                0.93016,                0.64784,                   1.27,               0.004555,               0.004555,               0.004555
                    167,                0.44992,                0.29772,                 0.9389,                0.90092,                0.82191,                0.86974,                0.67165,                0.92524,                0.66517,                 1.2764,               0.004522,               0.004522,               0.004522
                    168,                0.44641,                0.29122,                0.93529,                0.88062,                 0.8277,                0.86483,                0.67473,                0.92027,                0.66492,                 1.2709,               0.004489,               0.004489,               0.004489
                    169,                 0.4469,                0.29755,                0.93038,                0.88724,                0.82238,                0.86787,                0.67262,                0.93557,                0.67876,                 1.2733,               0.004456,               0.004456,               0.004456
                    170,                0.43638,                0.29886,                0.92759,                 0.8745,                0.83174,                0.86551,                 0.6733,                0.92846,                0.66012,                  1.286,               0.004423,               0.004423,               0.004423
                    171,                0.43658,                0.29278,                0.92798,                0.88323,                0.83289,                0.86943,                0.67212,                0.93572,                0.67052,                 1.2938,                0.00439,                0.00439,                0.00439
                    172,                0.43656,                0.28592,                0.92509,                0.88874,                0.83623,                0.87348,                0.67385,                0.93165,                0.64112,                 1.2739,               0.004357,               0.004357,               0.004357
                    173,                0.42686,                0.28508,                0.91835,                0.88692,                0.83428,                0.88493,                0.68216,                 0.9298,                0.62761,                 1.2658,               0.004324,               0.004324,               0.004324
                    174,                0.44307,                0.28905,                0.93101,                0.87548,                0.83891,                0.88281,                0.68642,                0.92554,                0.63586,                 1.2711,               0.004291,               0.004291,               0.004291
                    175,                0.43284,                0.28749,                0.92647,                0.87438,                0.84438,                0.87985,                  0.679,                0.91987,                0.64492,                  1.265,               0.004258,               0.004258,               0.004258
                    176,                0.43746,                0.29349,                0.93016,                 0.8759,                0.84562,                0.87487,                0.68409,                0.91488,                0.65926,                 1.2574,               0.004225,               0.004225,               0.004225
                    177,                0.43406,                0.28197,                0.92614,                0.88573,                0.84814,                0.87407,                 0.6792,                0.92611,                0.67478,                 1.2579,               0.004192,               0.004192,               0.004192
                    178,                0.43862,                0.28836,                 0.9361,                0.87788,                0.84729,                0.86929,                0.67544,                0.92285,                0.68634,                 1.2664,               0.004159,               0.004159,               0.004159
                    179,                0.42645,                0.28265,                0.92223,                0.88235,                0.82844,                0.86811,                0.67491,                0.93586,                0.70044,                 1.2861,               0.004126,               0.004126,               0.004126
                    180,                0.42978,                0.27928,                0.92508,                0.87169,                 0.8356,                0.86364,                0.66631,                0.94478,                0.69023,                 1.2952,               0.004093,               0.004093,               0.004093
                    181,                0.41992,                0.27284,                0.92068,                 0.8848,                0.82297,                0.86983,                 0.6691,                 0.9466,                0.70148,                 1.2952,                0.00406,                0.00406,                0.00406
                    182,                0.42382,                0.28126,                 0.9177,                0.89002,                0.83594,                0.87338,                0.67121,                0.95392,                0.68543,                 1.2953,               0.004027,               0.004027,               0.004027
                    183,                0.42132,                0.27634,                0.92141,                0.89391,                0.83229,                0.87676,                0.67455,                0.95396,                0.67816,                  1.299,               0.003994,               0.003994,               0.003994
                    184,                0.42248,                0.27753,                0.92085,                0.87975,                0.83578,                0.87861,                0.67862,                0.94818,                0.67825,                 1.2921,               0.003961,               0.003961,               0.003961
                    185,                0.41753,                0.27508,                0.91902,                0.87286,                 0.8277,                0.88027,                0.67806,                0.94416,                0.68134,                 1.2865,               0.003928,               0.003928,               0.003928
                    186,                0.41649,                0.27273,                0.91551,                0.89002,                0.81811,                0.87516,                0.67284,                0.93947,                0.68264,                 1.2833,               0.003895,               0.003895,               0.003895
                    187,                0.41029,                0.27188,                0.91687,                0.88028,                0.83016,                0.87616,                0.67195,                0.94706,                0.69039,                 1.2843,               0.003862,               0.003862,               0.003862
                    188,                0.40912,                0.26322,                0.91665,                 0.8738,                0.83865,                0.88342,                0.67437,                0.94805,                0.70071,                 1.2805,               0.003829,               0.003829,               0.003829
                    189,                0.40917,                0.26654,                0.90793,                0.87237,                0.83486,                0.88276,                0.67899,                0.95201,                0.70722,                 1.2884,               0.003796,               0.003796,               0.003796
                    190,                0.40624,                0.26835,                 0.9128,                0.86988,                0.82983,                0.87781,                 0.6746,                0.94996,                0.71357,                 1.2876,               0.003763,               0.003763,               0.003763
                    191,                 0.4078,                0.26519,                0.91244,                0.88053,                0.82473,                0.87973,                0.68131,                0.94705,                0.70043,                 1.2768,                0.00373,                0.00373,                0.00373
                    192,                0.40533,                0.26682,                0.91225,                0.86279,                0.83416,                0.86896,                 0.6749,                  0.953,                0.69694,                 1.2867,               0.003697,               0.003697,               0.003697
                    193,                0.40472,                0.26171,                0.90909,                0.84925,                0.84447,                0.86601,                0.66613,                0.95073,                0.70131,                 1.2882,               0.003664,               0.003664,               0.003664
                    194,                 0.4072,                0.26707,                0.91321,                0.84687,                0.84687,                0.86638,                 0.6688,                0.94292,                0.72214,                 1.2788,               0.003631,               0.003631,               0.003631
                    195,                0.40464,                0.26651,                0.91375,                0.87306,                0.83238,                0.86611,                0.67124,                0.94029,                0.69707,                 1.2842,               0.003598,               0.003598,               0.003598
                    196,                0.40231,                0.26719,                0.91201,                0.87183,                0.82897,                0.87216,                0.67353,                0.93541,                0.69063,                 1.2871,               0.003565,               0.003565,               0.003565
                    197,                0.39671,                0.26352,                0.91228,                0.86729,                0.83441,                0.87655,                0.67643,                0.93966,                0.68508,                 1.2956,               0.003532,               0.003532,               0.003532
                    198,                0.39365,                0.25695,                0.91341,                0.86706,                 0.8305,                0.87504,                 0.6786,                0.94359,                0.69726,                 1.2966,               0.003499,               0.003499,               0.003499
                    199,                  0.393,                0.25506,                0.90936,                0.86895,                0.82832,                0.87404,                 0.6802,                0.93466,                 0.6915,                 1.2874,               0.003466,               0.003466,               0.003466
                    200,                0.38765,                0.25855,                0.90374,                0.89313,                0.82126,                0.87641,                0.67871,                0.95125,                0.69507,                 1.3064,               0.003433,               0.003433,               0.003433
                    201,                0.39802,                0.25782,                0.91157,                0.88389,                0.82948,                0.87518,                0.67915,                0.94312,                0.68139,                 1.3024,                 0.0034,                 0.0034,                 0.0034
                    202,                0.39832,                0.26034,                0.90955,                0.88183,                0.83131,                0.87557,                0.67963,                0.94147,                0.67768,                 1.3012,               0.003367,               0.003367,               0.003367
                    203,                0.38915,                0.25346,                0.90757,                0.88144,                 0.8318,                0.87317,                0.68109,                0.94627,                0.68605,                 1.3052,               0.003334,               0.003334,               0.003334
                    204,                0.38667,                0.25539,                0.90381,                0.89706,                0.81577,                0.86971,                0.67951,                0.95285,                0.71251,                  1.305,               0.003301,               0.003301,               0.003301
                    205,                0.38886,                0.25227,                0.90477,                0.89538,                0.81413,                0.87015,                0.67549,                0.94976,                0.71682,                 1.3013,               0.003268,               0.003268,               0.003268
                    206,                 0.3837,                0.24946,                0.90215,                0.88656,                0.82474,                0.86922,                0.67586,                0.95404,                0.71535,                  1.309,               0.003235,               0.003235,               0.003235
                    207,                 0.3867,                0.25176,                0.90813,                0.89009,                0.82222,                0.86761,                0.67329,                0.95638,                0.71076,                 1.3156,               0.003202,               0.003202,               0.003202
                    208,                 0.3899,                0.25427,                 0.9123,                0.88815,                0.82162,                0.86795,                0.67459,                0.96104,                0.71254,                 1.3174,               0.003169,               0.003169,               0.003169
                    209,                0.38672,                0.25536,                0.90617,                0.87888,                0.83295,                0.86607,                0.67549,                0.96064,                0.69858,                  1.315,               0.003136,               0.003136,               0.003136
                    210,                 0.3778,                0.25317,                 0.9026,                0.88954,                0.82847,                0.86641,                0.67487,                0.96332,                0.68102,                 1.3167,               0.003103,               0.003103,               0.003103
                    211,                0.38273,                0.25436,                0.90991,                0.89156,                0.83646,                  0.874,                0.67585,                0.96604,                0.67611,                 1.3227,                0.00307,                0.00307,                0.00307
                    212,                0.37458,                0.24861,                0.90615,                0.89319,                0.83564,                0.87337,                 0.6765,                0.94826,                0.65479,                 1.3111,               0.003037,               0.003037,               0.003037
                    213,                0.37634,                0.25097,                0.90226,                0.89967,                0.83802,                0.87066,                 0.6745,                0.94576,                0.65779,                 1.3029,               0.003004,               0.003004,               0.003004
                    214,                0.37033,                0.24606,                0.89555,                0.88815,                0.83709,                0.86859,                0.67452,                0.94976,                0.67429,                 1.2997,               0.002971,               0.002971,               0.002971
                    215,                0.37694,                0.25219,                0.90014,                0.89303,                 0.8246,                0.87125,                0.68053,                0.94527,                 0.6831,                  1.295,               0.002938,               0.002938,               0.002938
                    216,                0.37027,                0.24326,                0.90007,                0.88746,                0.82955,                0.87114,                0.67934,                0.94105,                0.67493,                 1.2881,               0.002905,               0.002905,               0.002905
                    217,                0.37185,                 0.2484,                0.89601,                0.88302,                0.83164,                 0.8735,                0.67791,                0.94039,                0.68109,                  1.291,               0.002872,               0.002872,               0.002872
                    218,                0.36628,                0.24317,                 0.8957,                0.88147,                0.83648,                0.87449,                0.67967,                0.94105,                 0.6853,                 1.2948,               0.002839,               0.002839,               0.002839
                    219,                0.37149,                 0.2465,                0.89947,                0.90355,                0.81906,                0.87241,                0.67771,                 0.9469,                0.68036,                 1.2922,               0.002806,               0.002806,               0.002806
                    220,                0.36774,                0.24835,                0.89349,                 0.8957,                0.82447,                0.87372,                0.67836,                0.94357,                0.66582,                 1.2858,               0.002773,               0.002773,               0.002773
                    221,                0.36214,                0.24079,                0.89355,                0.89421,                0.82689,                0.87538,                0.68092,                 0.9435,                0.65858,                 1.2883,                0.00274,                0.00274,                0.00274
                    222,                  0.358,                0.23804,                0.89012,                0.90231,                0.82069,                0.87618,                0.67659,                0.94577,                0.64663,                 1.2933,               0.002707,               0.002707,               0.002707
                    223,                0.36604,                0.24201,                0.89544,                0.89364,                 0.8238,                 0.8809,                0.68195,                0.94931,                0.64752,                 1.2982,               0.002674,               0.002674,               0.002674
                    224,                0.36158,                0.23753,                0.89632,                0.90336,                 0.8195,                 0.8791,                0.67859,                0.94644,                0.64797,                 1.2959,               0.002641,               0.002641,               0.002641
                    225,                0.35278,                0.23696,                0.89198,                0.88066,                 0.8414,                0.87684,                 0.6798,                0.95286,                0.64203,                 1.3042,               0.002608,               0.002608,               0.002608
                    226,                0.35816,                0.23812,                  0.895,                 0.8862,                0.83852,                  0.879,                0.68017,                0.95477,                0.64632,                   1.31,               0.002575,               0.002575,               0.002575
                    227,                0.35333,                0.23562,                0.89259,                0.87422,                0.84638,                  0.879,                  0.677,                0.94987,                0.64635,                  1.304,               0.002542,               0.002542,               0.002542
                    228,                0.35523,                0.23513,                0.89184,                 0.8809,                0.84459,                0.87754,                0.67681,                0.94835,                0.65017,                 1.3028,               0.002509,               0.002509,               0.002509
                    229,                0.35226,                0.23266,                0.88686,                0.88593,                 0.8425,                0.87712,                0.68316,                0.94022,                0.65247,                 1.2934,               0.002476,               0.002476,               0.002476
                    230,                0.34403,                0.22613,                 0.8895,                0.89348,                0.83318,                0.87614,                0.68141,                0.93863,                0.65913,                 1.2905,               0.002443,               0.002443,               0.002443
                    231,                0.34572,                 0.2309,                0.88555,                0.89442,                0.83449,                0.87472,                 0.6774,                 0.9411,                0.64788,                 1.2959,                0.00241,                0.00241,                0.00241
                    232,                 0.3491,                0.22926,                0.89064,                0.89274,                0.83405,                0.87451,                0.67774,                0.94221,                0.66085,                 1.2996,               0.002377,               0.002377,               0.002377
                    233,                0.34454,                0.22811,                0.88396,                0.88847,                0.83426,                0.87472,                0.67921,                0.94667,                0.66533,                 1.3041,               0.002344,               0.002344,               0.002344
                    234,                0.34309,                0.22423,                0.88565,                0.90035,                0.82597,                0.87264,                0.67747,                0.94856,                0.68448,                 1.3002,               0.002311,               0.002311,               0.002311
                    235,                0.34301,                0.22615,                0.88643,                0.89676,                0.82937,                0.87428,                0.67623,                0.95031,                0.69049,                 1.3018,               0.002278,               0.002278,               0.002278
                    236,                0.34141,                0.22471,                0.88746,                0.89295,                0.82871,                0.87542,                0.67832,                0.94474,                0.68518,                 1.2961,               0.002245,               0.002245,               0.002245
                    237,                0.33785,                0.22792,                0.88784,                0.89236,                0.83049,                0.87673,                0.67795,                0.94025,                0.69053,                 1.2879,               0.002212,               0.002212,               0.002212
                    238,                0.33638,                0.22544,                0.88465,                0.88918,                0.82979,                0.87666,                0.67895,                0.94631,                0.69146,                  1.287,               0.002179,               0.002179,               0.002179
                    239,                0.33848,                0.22242,                0.88472,                0.88577,                0.83231,                0.87489,                0.67734,                0.94136,                0.68976,                 1.2837,               0.002146,               0.002146,               0.002146
                    240,                 0.3361,                0.22099,                0.88398,                0.88225,                0.83407,                0.87553,                 0.6751,                0.94348,                0.68779,                  1.287,               0.002113,               0.002113,               0.002113
                    241,                0.33293,                0.21574,                0.88273,                0.89292,                0.82654,                0.87523,                0.67325,                 0.9416,                0.68837,                 1.2869,                0.00208,                0.00208,                0.00208
                    242,                0.33826,                0.22579,                0.88895,                0.89316,                0.82762,                0.87444,                 0.6747,                0.94181,                0.67628,                 1.2845,               0.002047,               0.002047,               0.002047
                    243,                0.33498,                0.21936,                0.88547,                0.88825,                0.83183,                0.87499,                0.67245,                0.94365,                0.66746,                 1.2871,               0.002014,               0.002014,               0.002014
                    244,                0.33087,                0.21648,                0.88279,                0.88706,                0.82864,                 0.8752,                0.67556,                0.94582,                0.66753,                 1.2872,               0.001981,               0.001981,               0.001981
                    245,                0.33459,                  0.221,                0.88371,                0.88579,                0.83072,                0.87452,                0.67451,                0.94803,                0.66808,                 1.2897,               0.001948,               0.001948,               0.001948
                    246,                0.32714,                0.21658,                0.88742,                0.89421,                0.82461,                0.87441,                0.67535,                0.94773,                0.65941,                 1.2883,               0.001915,               0.001915,               0.001915
                    247,                0.32265,                0.21437,                0.88439,                0.89559,                 0.8244,                0.87541,                0.67487,                 0.9499,                0.66249,                 1.2983,               0.001882,               0.001882,               0.001882
                    248,                0.32543,                0.21275,                  0.881,                0.89568,                 0.8256,                0.87605,                0.67598,                0.95171,                0.66287,                 1.3044,               0.001849,               0.001849,               0.001849
                    249,                0.32638,                0.21817,                0.88474,                0.89327,                0.82552,                0.87716,                0.67791,                 0.9525,                0.66156,                  1.307,               0.001816,               0.001816,               0.001816
                    250,                0.32046,                 0.2128,                0.87942,                0.89006,                0.82898,                0.87903,                0.67893,                0.95522,                0.66571,                 1.3121,               0.001783,               0.001783,               0.001783
                    251,                  0.318,                0.21326,                0.88126,                0.89109,                0.82828,                0.87736,                0.67704,                0.95583,                 0.6694,                 1.3149,                0.00175,                0.00175,                0.00175
                    252,                0.31423,                0.20589,                0.87804,                0.89047,                0.82983,                0.87598,                0.67566,                 0.9533,                0.66487,                 1.3179,               0.001717,               0.001717,               0.001717
                    253,                0.31853,                0.20757,                0.88217,                0.89283,                 0.8251,                0.87493,                0.67409,                0.95202,                0.66405,                 1.3208,               0.001684,               0.001684,               0.001684
                    254,                0.31274,                0.20889,                 0.8797,                0.89817,                0.81736,                0.87623,                0.67328,                0.95296,                 0.6687,                 1.3231,               0.001651,               0.001651,               0.001651
                    255,                0.31417,                0.20529,                0.87963,                0.89087,                0.82735,                0.87534,                0.67333,                 0.9531,                0.66733,                 1.3255,               0.001618,               0.001618,               0.001618
                    256,                 0.3148,                0.20761,                 0.8794,                0.89251,                0.82803,                0.87365,                0.67333,                0.95346,                  0.668,                 1.3294,               0.001585,               0.001585,               0.001585
                    257,                0.31062,                0.20859,                0.87785,                0.89562,                0.82672,                0.87332,                0.67285,                0.95536,                0.66957,                 1.3321,               0.001552,               0.001552,               0.001552
                    258,                0.30901,                 0.2077,                0.87374,                0.89069,                0.82772,                0.87664,                0.67472,                0.95507,                0.66509,                 1.3316,               0.001519,               0.001519,               0.001519
                    259,                0.31074,                0.20836,                0.88197,                0.89127,                 0.8299,                0.87661,                0.67615,                0.95642,                0.66414,                 1.3342,               0.001486,               0.001486,               0.001486
                    260,                0.30682,                0.20761,                 0.8766,                0.89042,                0.83066,                0.87531,                0.67916,                0.95349,                0.66409,                 1.3355,               0.001453,               0.001453,               0.001453
                    261,                 0.3008,                0.20107,                0.87474,                0.88993,                0.83057,                0.87613,                  0.678,                0.95067,                0.66466,                  1.336,                0.00142,                0.00142,                0.00142
                    262,                0.30373,                0.20267,                 0.8782,                0.88776,                0.83101,                0.87525,                0.67753,                0.94896,                0.66576,                 1.3373,               0.001387,               0.001387,               0.001387
                    263,                0.31222,                0.20668,                  0.879,                0.88744,                0.83174,                0.87461,                0.67691,                0.94846,                0.67454,                 1.3372,               0.001354,               0.001354,               0.001354
                    264,                 0.2996,                0.19761,                0.87127,                0.88493,                0.83046,                0.87418,                0.67813,                0.94837,                0.67947,                 1.3401,               0.001321,               0.001321,               0.001321
                    265,                0.29827,                0.19581,                0.87554,                0.89896,                 0.8198,                0.87573,                0.68014,                0.94763,                0.68002,                 1.3417,               0.001288,               0.001288,               0.001288
                    266,                0.29515,                0.19817,                0.87308,                0.88305,                 0.8307,                0.87596,                0.67995,                0.94764,                0.67734,                 1.3431,               0.001255,               0.001255,               0.001255
                    267,                0.29751,                0.19645,                0.87599,                0.88144,                0.82954,                0.87433,                0.67916,                0.94841,                0.67801,                  1.346,               0.001222,               0.001222,               0.001222
                    268,                0.29155,                0.19835,                0.87161,                0.88505,                0.82899,                0.87396,                0.67861,                0.94882,                0.68108,                  1.348,               0.001189,               0.001189,               0.001189
                    269,                0.29307,                0.19419,                0.87478,                0.88619,                0.82804,                0.87331,                0.67796,                0.94928,                0.68074,                 1.3491,               0.001156,               0.001156,               0.001156
                    270,                0.29622,                0.19845,                0.87337,                0.88439,                0.82715,                0.87325,                0.67873,                0.94885,                0.67822,                 1.3501,               0.001123,               0.001123,               0.001123
                    271,                0.29228,                0.19734,                0.87251,                0.88291,                0.82805,                0.87286,                  0.679,                0.94926,                0.67766,                 1.3509,                0.00109,                0.00109,                0.00109
                    272,                0.29173,                 0.1945,                0.87366,                0.88653,                0.82554,                0.87367,                0.67983,                0.94993,                0.67942,                 1.3516,               0.001057,               0.001057,               0.001057
                    273,                0.29012,                0.19253,                0.86951,                0.89109,                0.82313,                0.87488,                0.67973,                0.95005,                0.68396,                 1.3505,               0.001024,               0.001024,               0.001024
                    274,                0.29162,                0.19263,                 0.8727,                0.89119,                0.82254,                0.87533,                0.68106,                0.94944,                0.68775,                 1.3498,               0.000991,               0.000991,               0.000991
